Country_Name,Country_Code,Country_code,Region,Sub_Region,Population,Agriculture,Industry,Services,Deathrate,Birthrate,Employmentrate,Unemploymentrate,Employmentcount,Unemploymentcount,Population_Rank,Year
Trinidad and Tobago,TTO,780,Americas,Latin America and the Caribbean,1328100,48980.32752,401391.6573,877727.9677,9.049,15.201,59.97700119,40.02299881,796554.5528,531545.4472,4,2010
Tunisia,TUN,788,Africa,Northern Africa,10639931,1886459.718,4780733.712,3972737.57,6.239,18.243,40.57500076,59.42499924,4317152.084,6322778.916,3,2010
Turkey,TUR,792,Asia,Western Asia,72326914,17144372.04,18965563.48,36216256.99,5.849,17.956,42.61399841,57.38600159,30821389.98,41505524.02,3,2010
Tanzania,TZA,834,Africa,Sub-Saharan Africa,46098591,33303003.35,2467657.652,10327928.02,8.633,41.112,80.64900208,19.35099792,37178053.61,8920537.388,3,2010
Uganda,UGA,800,Africa,Sub-Saharan Africa,33915133,24119085.07,2399156.468,7397229.938,10.125,45.179,68.01000214,31.98999786,23065682.68,10849450.32,3,2010
Ukraine,UKR,804,Europe,Eastern Europe,45870700,9325054.82,11777761.2,24767883.98,15.2,10.8,50.5320015,49.4679985,23179382.81,22691317.19,3,2010
Uruguay,URY,858,Americas,Latin America and the Caribbean,3374415,390318.5962,722563.4876,2261532.82,9.248,14.757,60.79600143,39.20399857,2051509.392,1322905.608,4,2010
United States,USA,840,Americas,Northern America,309338421,5014375.964,57147182.77,247179953.2,7.995,13,57.4620018,42.5379982,177752049,131586372,2,2010
Uzbekistan,UZB,860,Asia,Central Asia,28562400,7765545.234,10603220.07,10193634.7,4.9,22.7,58.86500168,41.13499832,16813257.24,11749142.76,3,2010
St. Vincent and the Grenadines,VCT,670,Americas,Latin America and the Caribbean,109315,7489.170467,14337.75559,87488.07081,7.114,17.094,56.2120018,43.7879982,61448.14977,47866.85023,5,2010
"Venezuela, RB",VEN,862,Americas,Latin America and the Caribbean,29028033,2648517.614,6945827.59,19433977.09,5.342,20.783,59.32799911,40.67200089,17221751.16,11806281.84,3,2010
Virgin Islands (U.S.),VIR,850,Americas,Latin America and the Caribbean,108358,2355.702947,12025.57038,93976.7228,6.6,14.8,58.97900009,41.02099991,63908.46492,44449.53508,5,2010
Vietnam,VNM,704,Asia,South-eastern Asia,88472512,43219708.38,18941964.68,26310840.63,5.709,17.473,74.88999939,25.11000061,66257063.7,22215448.3,3,2010
Vanuatu,VUT,548,Oceania,Melanesia,236295,145108.7591,16207.47454,74978.76858,4.89,27.486,66.55599976,33.44400024,157268.4996,79026.50038,5,2010
Samoa,WSM,882,Oceania,Polynesia,186205,10906.02662,28539.63972,146759.3363,5.281,27.91,31.01099968,68.98900032,57744.03195,128460.968,5,2010
"Yemen, Rep.",YEM,887,Asia,Western Asia,23606779,5691830.499,4492133.817,13422814.68,7.088,34.548,32.48300171,67.51699829,7668190.426,15938588.57,3,2010
South Africa,ZAF,710,Africa,Sub-Saharan Africa,51584663,2504951.208,12588205.25,36491505.07,12.997,22.51,39.43399811,60.56600189,20341895.03,31242767.97,3,2010
Zambia,ZMB,894,Africa,Sub-Saharan Africa,13850033,8777319.99,1215478.899,3857234.243,10.144,40.361,66.43000031,33.56999969,9200576.964,4649456.036,3,2010
Zimbabwe,ZWE,716,Africa,Sub-Saharan Africa,14086317,9715192.221,1329607.48,3041376.648,11.838,36.02,78.26399994,21.73600006,11024515.13,3061801.872,3,2010
Afghanistan,AFG,004,Asia,Southern Asia,29708599,18648384.65,1893626.122,9166588.085,7.816,38.016,47.67300034,52.32699966,14162980.5,15545618.5,3,2011
Angola,AGO,024,Africa,Sub-Saharan Africa,24218565,12404264.26,1928524.288,9885776.106,9.949,44.688,72.13300323,27.86699677,17469578.27,6748986.725,3,2011
Albania,ALB,008,Europe,Southern Europe,2905195,1318755.212,547948.8307,1038490.958,6.822,11.846,47.92599869,52.07400131,1392343.718,1512851.282,4,2011
United Arab Emirates,ARE,784,Asia,Western Asia,8672475,47004.81413,2534357.332,6091199.546,1.473,11.265,79.31099701,20.68900299,6878226.388,1794248.612,4,2011
Argentina,ARG,032,Americas,Latin America and the Caribbean,41656879,264937.7411,9985570.745,31406369.84,7.619,18.019,56.47000122,43.52999878,23523640.08,18133238.92,3,2011
Armenia,ARM,051,Asia,Western Asia,2875581,1119233.662,479675.6596,1276671.678,9.762,14.928,49.43799973,50.56200027,1421629.727,1453951.273,4,2011
Australia,AUS,036,Oceania,Australia and New Zealand,22340024,629988.6619,4654767.499,17055491.6,6.6,13.6,62.22299957,37.77700043,13900633.04,8439390.962,3,2011
Austria,AUT,040,Europe,Western Europe,8391643,414379.3483,2184008.929,5793338.793,9.1,9.3,57.28499985,42.71500015,4807152.68,3584490.32,4,2011
Azerbaijan,AZE,031,Asia,Western Asia,9173082,3475038.601,1291111.274,4407023.718,5.9,19.2,60.48699951,39.51300049,5548522.065,3624559.935,4,2011
Burundi,BDI,108,Africa,Sub-Saharan Africa,9043508,8267846.004,224188.5716,551473.1223,12.061,43.663,77.77500153,22.22499847,7033588.485,2009919.515,4,2011
Belgium,BEL,056,Europe,Western Europe,11047744,143731.1493,2566832.758,8337290.865,9.4,11.6,49.28300095,50.71699905,5444659.78,5603084.22,3,2011
Benin,BEN,204,Africa,Sub-Saharan Africa,9460802,4126139.478,1755167.991,3579494.35,9.926,38.945,68.98600006,31.01399994,6526628.873,2934173.127,4,2011
Burkina Faso,BFA,854,Africa,Sub-Saharan Africa,16081904,8736976.663,2247285.261,5097641.923,10.194,41.721,65.98000336,34.01999664,10610840.8,5471063.201,3,2011
Bangladesh,BGD,050,Asia,Southern Asia,153911916,74379472.85,27297817.52,52234625.63,5.53,20.78,54.80799866,45.19200134,84356040.85,69555875.15,2,2011
Bulgaria,BGR,100,Europe,Eastern Europe,7348328,498143.1408,2311416.567,4538768.187,14.7,9.6,46.61800003,53.38199997,3425643.549,3922684.451,4,2011
Bahrain,BHR,048,Asia,Western Asia,1278269,14329.39615,447240.7445,816698.832,2.324,16.268,70.53900146,29.46099854,901678.1886,376590.8114,4,2011
"Bahamas, The",BHS,044,Americas,Latin America and the Caribbean,366568,13548.35364,47529.20543,305490.4304,5.954,15.145,64.74299622,35.25700378,237327.1064,129240.8936,5,2011
Bosnia and Herzegovina,BIH,070,Europe,Southern Europe,3688865,708778.547,1086518.315,1893568.209,10.133,9.149,34.72900009,65.27099991,1281105.929,2407759.071,4,2011
Belarus,BLR,112,Europe,Eastern Europe,9473172,941443.8073,3367807.253,5163920.939,14.3,11.5,62.90999985,37.09000015,5959572.491,3513599.509,4,2011
Belize,BLZ,084,Americas,Latin America and the Caribbean,329192,55396.42685,61479.89988,212315.6796,5.324,23.428,59.23400116,40.76599884,194993.5931,134198.4069,5,2011
Bolivia,BOL,068,Americas,Latin America and the Caribbean,10078343,3001834.447,2110304.158,4966204.395,7.76,25.039,70.22499847,29.77500153,7077516.218,3000826.782,3,2011
Brazil,BRA,076,Americas,Latin America and the Caribbean,198686688,31245468.22,43250117.55,124191102.2,5.895,15.269,60.32300186,39.67699814,119853774.5,78832913.5,2,2011
Barbados,BRB,052,Americas,Latin America and the Caribbean,280601,9192.488824,56470.95125,214937.5572,10.377,12.38,60.30199814,39.69800186,169208.0098,111392.9902,5,2011
Brunei Darussalam,BRN,096,Asia,South-eastern Asia,394013,2600.485903,76371.53751,315040.9773,3.262,16.557,63.58399963,36.41600037,250529.2245,143483.7755,5,2011
Bhutan,BTN,064,Asia,Southern Asia,740510,445401.946,68171.35303,226936.6939,6.179,20.051,65.77999878,34.22000122,487107.469,253402.531,5,2011
Botswana,BWA,072,Africa,Sub-Saharan Africa,2051339,572528.7118,284992.5201,1193797.227,8.792,25.217,53.17399979,46.82600021,1090778.995,960560.0045,4,2011
Central African Republic,CAF,140,Africa,Sub-Saharan Africa,4476153,3860950.384,313375.4683,301826.9982,16.062,37.683,67.13200378,32.86799622,3004931.201,1471221.799,4,2011
Canada,CAN,124,Americas,Northern America,34342780,771682.2594,6825970.764,26745126.4,7,11,61.38700104,38.61299896,21082002.71,13260777.29,3,2011
Switzerland,CHE,756,Europe,Western Europe,7912398,278041.6609,1762803.097,5871632.322,7.8,10.2,64.48000336,35.51999664,5101914.496,2810483.504,4,2011
Chile,CHL,152,Americas,Latin America and the Caribbean,17153357,1760105.907,4009597.199,11383653.57,5.843,14.231,57.41999817,42.58000183,9849457.275,7303899.725,3,2011
China,CHN,156,Asia,Eastern Asia,1344130000,329405938.7,402768556.6,611955504.8,7.14,11.93,67.6740036,32.3259964,909626584.6,434503415.4,1,2011
Cote d'Ivoire,CIV,384,Africa,Sub-Saharan Africa,20895311,10587236.02,1167003.127,9140862.412,13.871,38.002,58.25400162,41.74599838,12172354.81,8722956.192,3,2011
Cameroon,CMR,120,Africa,Sub-Saharan Africa,20520447,13281859.01,1836990.347,5401597.254,11.401,38.876,72.85299683,27.14700317,14949760.6,5570686.398,3,2011
"Congo, Dem. Rep.",COD,180,Africa,Sub-Saharan Africa,66713597,53158061.06,7719430.375,5836105.562,11.278,44.549,69.78399658,30.21600342,46555414.25,20158182.75,3,2011
"Congo, Rep.",COG,178,Africa,Sub-Saharan Africa,4512730,1764793.251,1053045.504,1694891.073,8.843,37.567,60.59899902,39.40100098,2734669.209,1778060.791,4,2011
Colombia,COL,170,Americas,Latin America and the Caribbean,46406646,8318855.638,9691564.312,28395762.24,5.711,16.727,62.67900085,37.32099915,29087222.04,17319423.96,3,2011
Comoros,COM,174,Africa,Sub-Saharan Africa,706569,392979.5466,104176.5364,209419.9855,8.065,34.916,40.38299942,59.61700058,285333.7552,421235.2448,5,2011
Cabo Verde,CPV,132,Africa,Sub-Saharan Africa,508067,351404.5452,37043.16441,119619.2977,5.747,22.45,53.06299973,46.93700027,269595.5908,238471.4092,5,2011
Costa Rica,CRI,188,Americas,Latin America and the Caribbean,4600474,501681.6774,885499.1983,3213293.08,4.649,15.564,55.65499878,44.34500122,2560393.749,2040080.251,4,2011
Cuba,CUB,192,Americas,Latin America and the Caribbean,11354651,2235503.658,1946300.813,7172732.829,7.389,11.068,53.61299896,46.38700104,6087568.923,5267082.077,3,2011
Cyprus,CYP,196,Asia,Western Asia,1124835,43058.68457,235068.0264,846708.3212,6.754,11.436,58.22200012,41.77799988,654901.4351,469933.5649,4,2011
Czech Republic,CZE,203,Europe,Eastern Europe,10496088,313728.0789,4036060.626,6146299.07,10.2,10.4,54.31900024,45.68099976,5701370.066,4794717.934,3,2011
Germany,DEU,276,Europe,Western Europe,80274983,1320523.455,22666444.25,56288017.98,10.6,8.3,56.52999878,43.47000122,45379446.91,34895536.09,3,2011
Djibouti,DJI,262,Africa,Sub-Saharan Africa,865937,282979.5596,240765.1309,342192.3095,8.727,24.784,55.57500076,44.42499924,481244.4944,384692.5056,5,2011
Denmark,DNK,208,Europe,Northern Europe,5570572,133749.435,1107875.387,4328947.125,9.4,10.6,59.11600113,40.88399887,3293099.406,2277472.594,4,2011
Dominican Republic,DOM,214,Americas,Latin America and the Caribbean,10027095,1449817.629,1780210.417,6796966.929,6.017,21.875,61.50899887,38.49100113,6167565.75,3859529.25,3,2011
Algeria,DZA,012,Africa,Northern Africa,36819558,5806076.121,14396816.01,16616666.92,4.766,25.078,38.27299881,61.72700119,14091949,22727609,3,2011
Ecuador,ECU,218,Americas,Latin America and the Caribbean,15177355,4235392.707,2724183.359,8217930.624,5.167,21.631,62.09500122,37.90499878,9424378.773,5752976.227,3,2011
"Egypt, Arab Rep.",EGY,818,Africa,Northern Africa,85897561,25115588.14,20247773.51,40533340.85,6.166,27.6,43.06700134,56.93299866,36993503.75,48904057.25,3,2011
Spain,ESP,724,Europe,Southern Europe,46742697,1916450.532,10171210.97,34655035.27,8.3,10.1,46.58300018,53.41699982,21774150.63,24968546.37,3,2011
Estonia,EST,233,Europe,Northern Europe,1327439,58566.61106,430541.5401,838317.55,11.5,11.1,53.65499878,46.34500122,712237.3792,615201.6208,4,2011
Ethiopia,ETH,231,Africa,Sub-Saharan Africa,90046756,67998807.24,6393319.59,15654628.74,8.015,34.293,79.2480011,20.7519989,71360254.18,18686501.82,3,2011
Finland,FIN,246,Europe,Northern Europe,5388272,227977.7854,1239033.192,3921315.03,9.4,11.1,55.16600037,44.83399963,2972494.151,2415777.849,4,2011
Fiji,FJI,242,Oceania,Melanesia,867086,366846.7332,117880.344,382358.9145,6.685,21.215,52.11800003,47.88199997,451907.8817,415178.1183,5,2011
France,FRA,250,Europe,Western Europe,65342775,1900821.272,14487800.65,48953499.7,8.4,12.7,51.06999969,48.93000031,33370554.99,31972220.01,3,2011
Gabon,GAB,266,Africa,Sub-Saharan Africa,1697101,728073.3166,221081.3545,747946.3289,8.858,31.67,39.39899826,60.60100174,668640.7935,1028460.207,4,2011
United Kingdom,GBR,826,Europe,Northern Europe,63258918,771758.8177,12131162.73,50355994.49,8.7,12.8,56.77899933,43.22100067,35917780.63,27341137.37,3,2011
Georgia,GEO,268,Asia,Western Asia,3875000,1833301.282,426250,1615448.718,12.755,14.327,56.03699875,43.96300125,2171433.702,1703566.298,4,2011
Ghana,GHA,288,Africa,Sub-Saharan Africa,25121796,10399418.65,3817508.145,10904869.45,8.983,33.1,72.93900299,27.06099701,18323587.54,6798208.464,3,2011
Guinea,GIN,324,Africa,Sub-Saharan Africa,11035170,7691402.862,662220.5437,2681546.226,10.819,38.146,61.73400116,38.26599884,6812451.976,4222718.024,3,2011
"Gambia, The",GMB,270,Africa,Sub-Saharan Africa,1746363,545895.6238,273166.1039,927301.2723,8.844,41.747,53.8219986,46.1780014,939927.4693,806435.5307,4,2011
Guinea-Bissau,GNB,624,Africa,Sub-Saharan Africa,1596154,1345446.08,103781.9308,146925.9745,11.758,38.946,66.71600342,33.28399658,1064890.157,531263.8428,4,2011
Equatorial Guinea,GNQ,226,Africa,Sub-Saharan Africa,994290,536250.4123,87050.09064,370989.4875,11.115,36.868,55.37599945,44.62400055,550598.0249,443691.9751,5,2011
Greece,GRC,300,Europe,Southern Europe,11104899,1371343.975,1964345.493,7769209.215,10,9.6,44.20800018,55.79199982,4909253.77,6195645.23,3,2011
Guatemala,GTM,320,Americas,Latin America and the Caribbean,14948919,5616308.823,2972144.071,6360615.513,5.068,27.198,59.1609993,40.8390007,8843929.865,6104989.135,3,2011
Guam,GUM,316,Oceania,Micronesia,159678,14624.90865,26268.62812,118784.4632,4.815,17.467,57.6609993,42.3390007,92071.93046,67606.06954,5,2011
Guyana,GUY,328,Americas,Latin America and the Caribbean,749100,125129.6675,186001.5294,437968.803,7.937,20.999,50.39400101,49.60599899,377501.4615,371598.5385,5,2011
"Hong Kong SAR, China",HKG,344,Asia,Eastern Asia,7071600,15628.23606,927581.7456,6128460.85,6,13.5,57.54499817,42.45500183,4069352.091,3002247.909,4,2011
Honduras,HND,340,Americas,Latin America and the Caribbean,8351600,3058272.361,1616786.182,3676541.298,4.843,23.977,60.0359993,39.9640007,5013966.517,3337633.483,4,2011
Croatia,HRV,191,Europe,Southern Europe,4280622,624457.1501,1196476.664,2459645.362,11.9,9.6,44.7859993,55.2140007,1917119.339,2363502.661,4,2011
Haiti,HTI,332,Americas,Latin America and the Caribbean,10145054,4689145.477,1107637.018,4348271.601,9.077,26.206,57.15499878,42.84500122,5798405.49,4346648.51,3,2011
Hungary,HUN,348,Europe,Eastern Europe,9971727,487218.5968,3075180.96,6409327.681,12.9,8.8,45.15499878,54.84500122,4502733.205,5468993.795,4,2011
Indonesia,IDN,360,Asia,South-eastern Asia,245707511,91385996.52,49116930.89,105204588.3,7.092,20.621,64.2480011,35.7519989,157862164.4,87845346.63,2,2011
India,IND,356,Asia,Southern Asia,1247236029,608688616.7,292489323.8,346058112.2,7.451,20.864,52.70999908,47.29000092,657418099.5,589817929.5,1,2011
Ireland,IRL,372,Europe,Northern Europe,4580084,205783.1755,864445.0793,3509901.696,6.2,16.2,51.72200012,48.27799988,2368911.052,2211172.948,4,2011
"Iran, Islamic Rep.",IRN,364,Asia,Southern Asia,75491582,13870823.69,24699334.67,36921423.64,4.839,18.315,37.48799896,62.51200104,28300283.48,47191298.52,3,2011
Iraq,IRQ,368,Asia,Western Asia,31727053,7310230.398,5820010.559,18596812.65,5.484,34.778,42.86500168,57.13499832,13599801.8,18127251.2,3,2011
Iceland,ISL,352,Europe,Northern Europe,319014,17510.67796,59189.86029,242313.4663,6.2,14.1,69.08899689,30.91100311,220403.5725,98610.42747,5,2011
Israel,ISR,376,Asia,Western Asia,7765800,109420.125,1555722.787,6100657.06,5.3,21.4,58.375,41.625,4533285.75,3232514.25,4,2011
Italy,ITA,380,Europe,Southern Europe,59379449,2185757.514,16797852.06,40395838.43,10,9.2,43.85200119,56.14799881,26039076.68,33340372.32,3,2011
Jamaica,JAM,388,Americas,Latin America and the Caribbean,2829493,497820.9945,454331.6686,1877340.283,6.844,17.566,58.04100037,41.95899963,1642266.042,1187226.958,4,2011
Jordan,JOR,400,Asia,Western Asia,7574943,275955.165,2007587.163,5291400.401,3.857,28.746,35.88899994,64.11100006,2718571.289,4856371.711,4,2011
Japan,JPN,392,Asia,Eastern Asia,127833000,5060908.611,32615311.54,90156780.46,9.9,8.3,56.81800079,43.18199921,72632154.95,55200845.05,2,2011
Kazakhstan,KAZ,398,Asia,Central Asia,16557201,4380042.031,3139907.714,9037251.571,8.75,22.52,66.56700134,33.43299866,11021632.21,5535568.788,3,2011
Kenya,KEN,404,Africa,Sub-Saharan Africa,42486839,16506987.19,6563366.869,19416485.75,6.843,34.336,58.08100128,41.91899872,24676781.5,17810057.5,3,2011
Kyrgyz Republic,KGZ,417,Asia,Central Asia,5514600,1616991.04,1256060.466,2641603.716,6.5,27.1,59.03300095,40.96699905,3255433.87,2259166.13,4,2011
Cambodia,KHM,116,Asia,South-eastern Asia,14537886,6375880.437,2946829.559,5215176.004,6.404,25.168,85.01899719,14.98100281,12359964.89,2177921.11,3,2011
"Korea, Rep.",KOR,410,Asia,Eastern Asia,49936638,3175470.913,12368805.42,34392861.24,5.1,9.4,58.82699966,41.17300034,29376225.87,20560412.13,3,2011
Kuwait,KWT,414,Asia,Western Asia,3191051,98284.36837,818632.2021,2274102.476,2.554,19.053,67.69599915,32.30400085,2160213.858,1030837.142,4,2011
Lao PDR,LAO,418,Asia,South-eastern Asia,6333487,4466881.704,539233.0793,1327372.217,7.218,26.241,77.5059967,22.4940033,4908832.225,1424654.775,4,2011
Lebanon,LBN,422,Asia,Western Asia,4588368,117324.5662,887986.8884,3583056.403,4.582,13.982,42.9109993,57.0890007,1968914.56,2619453.44,4,2011
Liberia,LBR,430,Africa,Sub-Saharan Africa,4070167,1862467.672,418291.08,1789367.569,9.054,36.619,55.06299973,44.93700027,2241156.044,1829010.956,4,2011
Libya,LBY,434,Africa,Northern Africa,6193501,1073457.639,1442837.964,3677267.417,4.996,21.385,44.23199844,55.76800156,2739509.266,3453991.734,4,2011
St. Lucia,LCA,662,Americas,Latin America and the Caribbean,173832,25560.2581,32299.72283,115972.0124,7.045,12.833,54.45999908,45.54000092,94668.90561,79163.09439,5,2011
Sri Lanka,LKA,144,Asia,Southern Asia,20315017,6715128.931,4902622.935,8697265.134,6.547,17.113,52.13700104,47.86299896,10591640.62,9723376.376,3,2011
Lesotho,LSO,426,Africa,Sub-Saharan Africa,2064166,255007.0695,813714.9085,995444.022,14.026,28.557,48.22700119,51.77299881,995485.3614,1068680.639,4,2011
Lithuania,LTU,440,Europe,Northern Europe,3028115,256965.8407,743644.4988,2027504.718,13.6,10,48.9469986,51.0530014,1482171.407,1545943.593,4,2011
Luxembourg,LUX,442,Europe,Western Europe,518347,6391.218718,69251.15742,442704.6103,7.4,10.9,54.06600189,45.93399811,280249.4988,238097.5012,5,2011
Latvia,LVA,428,Europe,Northern Europe,2059709,183211.125,471838.1572,1404639.132,13.9,9.1,49.14199829,50.85800171,1012182.162,1047526.838,4,2011
"Macao SAR, China",MAC,446,Asia,Eastern Asia,549439,1340.631175,71135.86486,476962.4911,3.666,10.416,69.45300293,30.54699707,381601.8848,167837.1152,5,2011
Morocco,MAR,504,Africa,Northern Africa,32858823,13073539.5,7179652.951,12605958.33,5.259,21.283,45.36399841,54.63600159,14906075.94,17952747.06,3,2011
Moldova,MDA,498,Europe,Eastern Europe,3559986,979957.3614,667390.5662,1912638.14,11.641,11.038,39.48699951,60.51300049,1405731.654,2154254.346,4,2011
Madagascar,MDG,450,Africa,Sub-Saharan Africa,21743949,15591499.03,1368346.759,4784103.835,7.173,34.754,86.73999786,13.26000214,18860700.9,2883248.102,3,2011
Maldives,MDV,462,Asia,Southern Asia,375131,47930.48947,69159.15425,258041.3706,3.409,19.824,63.14899826,36.85100174,236891.4687,138239.5313,5,2011
Mexico,MEX,484,Americas,Latin America and the Caribbean,119090017,15959253.21,29255653.56,73875111.37,4.706,19.714,58.21699905,41.78300095,69330634.07,49759382.93,2,2011
"Macedonia, FYR",MKD,807,Europe,Southern Europe,2072383,388385.2819,621797.7893,1062199.929,9.574,11.138,38.05899811,61.94100189,788728.2068,1283654.793,4,2011
Mali,MLI,466,Africa,Sub-Saharan Africa,15540989,9353033.201,1525658.951,4662452.025,12.093,45.751,62.0909996,37.9090004,9649555.418,5891433.582,3,2011
Malta,MLT,470,Europe,Southern Europe,416268,4853.684916,102081.4046,309337.0614,7.8,10,47.70800018,52.29199982,198593.1382,217674.8618,5,2011
Myanmar,MMR,104,Asia,South-eastern Asia,50553031,29864203.45,7801343.825,12887484.21,8.196,19.363,66.58000183,33.41999817,33658208.97,16894822.03,3,2011
Montenegro,MNE,499,Europe,Southern Europe,620079,34538.40136,117554.578,467992.221,9.93,12.335,39.39500046,60.60499954,244280.1249,375798.8751,5,2011
Mongolia,MNG,496,Asia,Eastern Asia,2761516,912184.0064,478846.8786,1370457.515,6.479,25.207,57.1780014,42.8219986,1578979.657,1182536.343,4,2011
Mozambique,MOZ,508,Africa,Sub-Saharan Africa,24939005,19056891.65,894811.5141,4987302.018,11.658,41.062,62.66400146,37.33599854,15627778.46,9311226.541,3,2011
Mauritania,MRT,478,Africa,Sub-Saharan Africa,3717672,2876102.551,283472.49,558096.9238,8.39,35.94,44.55400085,55.44599915,1656371.615,2061300.385,4,2011
Mauritius,MUS,480,Africa,Sub-Saharan Africa,1252404,94969.79761,353528.6091,803905.641,7.3,11.7,53.14599991,46.85400009,665602.6287,586801.3713,4,2011
Malawi,MWI,454,Africa,Sub-Saharan Africa,15627618,13276599.35,1311313.394,1039705.406,9.199,39.503,72.4260025,27.5739975,11318459,4309158.996,3,2011
Malaysia,MYS,458,Asia,South-eastern Asia,28635128,3900963.529,8030148.735,16704015.46,4.708,17.2,59.48699951,40.51300049,17034178.45,11600949.55,3,2011
Namibia,NAM,516,Africa,Sub-Saharan Africa,2215621,664509.0632,370562.6207,1180549.358,9.276,30.127,47.03300095,52.96699905,1042073.046,1173547.954,4,2011
New Caledonia,NCL,540,Oceania,Melanesia,254350,9845.888631,84797.74829,159708.9094,5.2,16.2,54.04499817,45.95500183,137463.4528,116886.5472,5,2011
Niger,NER,562,Africa,Sub-Saharan Africa,17064636,13226458.62,1237356.744,2600821.203,11.32,49.701,78.89299774,21.10700226,13462802.89,3601833.106,3,2011
Nigeria,NGA,566,Africa,Sub-Saharan Africa,162877076,53972578.36,21631704.69,87272796.06,13.987,41.03,52.90399933,47.09600067,86168487.19,76708588.81,2,2011
Nicaragua,NIC,558,Americas,Latin America and the Caribbean,5807820,1909843.463,984890.1262,2913028.364,4.779,21.702,60.5890007,39.4109993,3518900.101,2288919.899,4,2011
Netherlands,NLD,528,Europe,Western Europe,16693074,464735.1668,2866033.979,13362304.46,8.1,10.8,60.93600082,39.06399918,10172091.71,6520982.29,3,2011
Norway,NOR,578,Europe,Northern Europe,4953088,117338.6526,1002851.715,3832897.751,8.4,12.2,63.11999893,36.88000107,3126389.093,1826698.907,4,2011
Nepal,NPL,524,Asia,Southern Asia,27327147,20527605.25,2027947.58,4771593.259,6.584,22.031,81.29599762,18.70400238,22215876.77,5111270.225,3,2011
New Zealand,NZL,554,Oceania,Australia and New Zealand,4384000,303767.3557,893678.41,3186554.109,6.86,14,63.49200058,36.50799942,2783489.305,1600510.695,4,2011
Oman,OMN,512,Asia,Western Asia,3237268,181999.214,1195328.829,1859939.91,2.754,21.818,61.06100082,38.93899918,1976708.24,1260559.76,4,2011
Pakistan,PAK,586,Asia,Southern Asia,174184265,75757962.43,37916430.19,60508128.17,7.67,30.041,51.15800095,48.84199905,89109187.94,85075077.06,2,2011
Panama,PAN,591,Americas,Latin America and the Caribbean,3707782,613452.5347,694875.3958,2399453.928,4.925,20.901,61.05899811,38.94100189,2263934.541,1443847.459,4,2011
Peru,PER,604,Americas,Latin America and the Caribbean,29759989,8415232.217,4905041.491,16439715.86,5.595,20.673,75.90000153,24.09999847,22587832.11,7172156.895,3,2011
Philippines,PHL,608,Asia,South-eastern Asia,95277940,31428381.35,14166877.31,49683634.51,6.258,24.505,60.77600098,39.22399902,57906121.74,37371818.26,3,2011
Papua New Guinea,PNG,598,Oceania,Melanesia,7269348,1789858.846,528045.4343,4951443.581,7.234,29.499,69.31199646,30.68800354,5038530.228,2230817.772,4,2011
Poland,POL,616,Europe,Eastern Europe,38063255,4913204.952,11675142.33,21474907.35,9.9,10.2,50.67399979,49.32600021,19288173.76,18775081.24,3,2011
Puerto Rico,PRI,630,Americas,Latin America and the Caribbean,3678732,58896.49753,500932.9227,3118902.479,8,11.1,37.08200073,62.91799927,1364147.427,2314584.573,4,2011
"Korea, Dem. People’s Rep.",PRK,408,Asia,Eastern Asia,24722298,16508067.78,4368430.075,3845800.617,8.72,14.158,77.09400177,22.90599823,19059408.86,5662889.142,3,2011
Portugal,PRT,620,Europe,Southern Europe,10557560,1077926.88,2835232.69,6644506.049,9.7,9.2,52.71699905,47.28300095,5565628.805,4991931.195,3,2011
Paraguay,PRY,600,Americas,Latin America and the Caribbean,6293783,1605984.621,1121552.111,3566246.148,5.586,22.118,66.01699829,33.98300171,4154966.616,2138816.384,4,2011
West Bank and Gaza,PSE,275,Asia,Western Asia,3927051,490567.1962,1000102.041,2436381.725,3.583,33.221,33.64899826,66.35100174,1321413.323,2605637.677,4,2011
French Polynesia,PYF,258,Oceania,Polynesia,269843,24291.26647,47999.67313,197552.0578,5.039,16.418,44.91999817,55.08000183,121213.4707,148629.5293,5,2011
Qatar,QAT,634,Asia,Western Asia,1952054,26586.97526,1056100.278,869366.7557,1.51,11.135,85.59200287,14.40799713,1670802.116,281251.8843,4,2011
Romania,ROU,642,Europe,Eastern Europe,20147528,5894159.147,5754939.732,8498428.736,12.5,9.7,50.24100113,49.75899887,10122319.77,10025208.23,3,2011
Russian Federation,RUS,643,Europe,Eastern Europe,142960868,10987972.13,39247045.83,92725848.68,13.5,12.6,59.25299835,40.74700165,84708600.76,58252267.24,2,2011
Rwanda,RWA,646,Africa,Sub-Saharan Africa,10516071,8228405.146,645791.8984,1641979.36,7.211,34.633,84.06800079,15.93199921,8840650.652,1675420.348,3,2011
Saudi Arabia,SAU,682,Asia,Western Asia,28238020,1188255.933,6152782.053,20896981.48,3.557,21.54,49.17100143,50.82899857,13884917.22,14353102.78,3,2011
Sudan,SDN,729,Africa,Northern Africa,35167314,17696192.3,7558862.289,9911907.263,8.031,35.022,41.1629982,58.8370018,14475920.83,20691393.17,3,2011
Senegal,SEN,686,Africa,Sub-Saharan Africa,13300910,7076615.966,2784412.501,3439881.279,7.015,38.009,50.66999817,49.33000183,6739570.853,6561339.147,3,2011
Singapore,SGP,702,Asia,South-eastern Asia,5183688,53754.84149,1023985.712,4105947.409,4.5,9.5,65.06600189,34.93399811,3372818.532,1810869.468,4,2011
